Player,Nation,Pos,Age,Tkl,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,VSDribblesTkl,VSDribblesAtt,VSDribblesTkl%,VSDribblesPast,Blocks,ShotBlock,PassBlock,Tkl+Int,Clearances,Errors,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AerialDuelWon,AerielDuelLost,AerialDuelWon%,CmpTotal,AttemptedTotal,Cmp%Total,TotDist,ProgressiveDist,ShortCmp,ShortAttempted,ShortCmp%,MediumCmp,MediumAttempt,MediumCmp%,LongCmp,LongAttempted,LongCmp%,Assists,xAG,xA,A-xAG,KeyPasses,CompletedFinalThird,PassesPenaltyArea,CrossesPA,ProgressivePasses,MP,Min,Mn/MP,Min%,Starts,Min/Start,Compl,Subs,Min/Sub,unSub,PPM,onG,onGA,Goals+/-,Goals+/-90,TeamSuccessOn-Off,onxG,onxGA,xG+/-,xG+/-90,xG-On-Off,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,SCA,SCA90,SCAPassLive,SCAPassDead,SCADrib,SCASh,SCAFld,SCADef,GCA,GCA90,GCAPassLive,GCAPassDead,GCADrib,GCASh,GCAFld,GCADef
Anwar El Ghazi,nl NED,FW,25.0,16,6,7,3,7,23,30.4,16,11,0,11,22,11,0,2,0,0,18,28,5,87,0,0,0,67,28,49,36.4,432,628,68.8,6167,1686,268,330,81.2,104,154,67.5,33,69,47.8,0,1.8,2.1,-1.8,26,24,19,8,32,28,1613.0,58.0,47.2,17,81.0,6.0,11,21.0,6,1.25,23.0,22.0,1.0,0.06,-0.34,26.4,23.7,2.7,0.15,0.21,10,60,26,43.3,3.35,1.45,0.1,0.23,21.7,6,4,4,8.4,5.3,0.09,1.6,0.7,65,3.62,37,9,6,7,6,0,2,0.11,1,0,0,1,0,0
Tr̩z̩guet,eg EGY,FW,25.0,33,14,15,4,13,45,28.9,32,13,1,12,52,17,0,0,0,0,39,19,4,26,1,0,0,65,28,45,38.4,223,317,70.3,3261,947,126,155,81.3,66,91,72.5,13,29,44.8,1,2.1,1.1,-1.1,13,21,5,3,25,21,1166.0,56.0,34.1,12,80.0,2.0,9,23.0,2,1.43,24.0,14.0,10.0,0.77,0.81,16.9,17.2,-0.3,-0.02,-0.09,2,35,12,34.3,2.7,0.93,0.06,0.17,14.2,0,0,0,3.8,3.8,0.11,-1.8,-1.8,34,2.63,24,0,2,3,5,0,2,0.15,2,0,0,0,0,0
Marvelous Nakamba,zw ZIM,MF,26.0,22,10,11,1,7,12,58.3,5,16,5,11,39,9,1,3,0,0,8,10,0,1,0,0,0,58,6,8,42.9,240,286,83.9,3705,971,126,140,90.0,94,108,87.0,12,21,57.1,0,0.1,0.1,-0.1,2,18,0,0,8,13,749.0,58.0,21.9,9,81.0,5.0,4,4.0,25,2.15,10.0,6.0,4.0,0.48,0.31,10.8,10.1,0.6,0.08,0.05,0,2,1,50.0,0.24,0.12,0.0,0.0,28.9,0,0,0,0.0,0.0,0.02,0.0,0.0,5,0.6,4,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Ahmed Elmohamady,eg EGY,DF,32.0,17,12,4,1,9,14,64.3,5,6,3,3,34,26,0,2,0,0,6,3,0,39,0,0,0,63,18,9,66.7,468,618,75.7,8218,3180,216,241,89.6,197,255,77.3,50,97,51.5,0,1.0,1.2,-1.0,13,34,21,7,36,14,839.0,60.0,24.5,8,90.0,8.0,6,20.0,24,1.07,9.0,9.0,0.0,0.0,-0.31,14.7,11.9,2.7,0.29,0.34,0,9,1,11.1,0.97,0.11,0.0,0.0,11.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,27,2.9,22,2,0,1,0,2,1,0.11,0,1,0,0,0,0
Kortney Hause,eng ENG,DF,25.0,4,3,1,0,0,3,0.0,3,4,2,2,12,53,0,2,0,0,5,3,0,0,0,0,0,33,39,17,69.6,173,232,74.6,3538,1459,49,64,76.6,99,115,86.1,23,48,47.9,0,0.0,0.0,0.0,0,13,0,0,9,7,630.0,90.0,18.4,7,90.0,7.0,0,,10,2.0,13.0,6.0,7.0,1.0,0.94,12.3,8.8,3.5,0.49,0.56,1,5,1,20.0,0.71,0.14,0.2,1.0,7.9,0,0,0,1.0,1.0,0.21,0.0,0.0,1,0.14,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Jacob Ramsey,eng ENG,MF,19.0,10,3,4,3,2,12,16.7,10,13,6,7,14,5,0,0,0,0,13,11,2,8,0,0,0,38,7,9,43.8,192,229,83.8,3083,765,102,114,89.5,70,78,89.7,14,19,73.7,0,0.3,0.2,-0.3,6,15,1,1,12,22,626.0,28.0,18.3,6,70.0,0.0,16,13.0,8,1.45,9.0,10.0,-1.0,-0.14,-0.47,10.0,10.1,-0.1,-0.01,-0.06,0,11,1,9.1,1.58,0.14,0.0,0.0,18.6,0,0,0,0.5,0.5,0.04,-0.5,-0.5,16,2.29,13,0,0,1,2,0,2,0.29,1,0,0,0,1,0
Morgan Sanson,fr FRA,MF,25.0,7,4,2,1,1,4,25.0,3,5,0,5,11,1,0,3,0,0,6,8,2,16,0,0,0,19,5,3,62.5,118,154,76.6,1742,504,70,75,93.3,35,45,77.8,9,17,52.9,0,0.1,0.5,-0.1,1,12,3,1,10,9,294.0,33.0,8.6,3,64.0,0.0,6,17.0,2,1.0,2.0,4.0,-2.0,-0.61,-0.93,3.1,5.4,-2.4,-0.72,-0.83,0,2,0,0.0,0.61,0.0,0.0,,29.2,0,0,0,0.0,0.0,0.02,0.0,0.0,5,1.53,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Conor Hourihane,ie IRL,MF,29.0,0,0,0,0,0,2,0.0,2,3,0,3,0,2,0,0,0,0,1,0,0,27,0,0,0,11,2,0,100.0,122,164,74.4,2253,523,49,51,96.1,53,71,74.6,15,31,48.4,1,0.6,0.5,0.4,5,13,2,1,10,4,225.0,56.0,6.6,3,70.0,0.0,1,16.0,11,1.5,4.0,2.0,2.0,0.8,0.6,3.6,2.1,1.4,0.57,0.57,1,5,2,40.0,2.0,0.8,0.2,0.5,22.7,2,0,0,0.7,0.7,0.13,0.3,0.3,8,3.2,4,4,0,0,0,0,1,0.4,0,1,0,0,0,0
Keinan Davis,eng ENG,FWMF,22.0,2,1,0,1,0,1,0.0,1,1,0,1,2,2,0,0,0,0,4,5,0,4,0,0,0,10,18,16,52.9,55,77,71.4,689,133,38,41,92.7,11,20,55.0,2,5,40.0,1,0.6,0.4,0.4,6,2,3,0,3,15,277.0,18.0,8.1,1,90.0,1.0,14,13.0,18,0.93,5.0,1.0,4.0,1.3,1.16,5.1,2.2,2.9,0.93,0.98,1,9,2,22.2,2.92,0.65,0.11,0.5,10.6,0,0,0,1.5,1.5,0.16,-0.5,-0.5,14,4.53,7,0,4,2,1,0,2,0.65,1,0,1,0,0,0
Carney Chukwuemeka,eng ENG,MFFW,16.0,2,1,0,1,1,3,33.3,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,1,4,20.0,6,9,66.7,88,13,5,6,83.3,0,1,0.0,1,1,100.0,0,0.0,0.1,0.0,0,0,0,0,1,2,20.0,10.0,0.6,0,,0.0,2,10.0,5,3.0,0.0,0.0,0.0,0.0,-0.24,0.0,0.8,-0.7,-3.3,-3.36,0,1,0,0.0,4.5,0.0,0.0,,23.5,0,0,0,0.0,0.0,0.04,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Wesley Moraes,br BRA,FW,23.0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0.0,4,4,100.0,33,0,4,4,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,3,18.0,6.0,0.5,0,,0.0,3,6.0,4,0.33,1.0,1.0,0.0,0.0,-0.24,1.3,0.3,0.9,4.84,4.82,0,1,1,100.0,5.0,5.0,0.0,0.0,12.6,0,0,0,0.0,0.0,0.04,0.0,0.0,1,5.29,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Neil Taylor,wls WAL,DF,31.0,1,1,0,0,0,0,,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,,9,10,90.0,86,24,9,10,90.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,1,16.0,16.0,0.5,0,,0.0,1,16.0,26,0.0,0.0,2.0,-2.0,-11.25,-11.54,0.1,0.8,-0.7,-4.09,-4.15,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jaden Philogene Bidace,eng ENG,FW,18.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,2,4,50.0,41,0,1,3,33.3,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,1,1.0,1.0,0.0,0,,0.0,1,1.0,6,3.0,0.0,0.0,0.0,0.0,-0.24,0.0,0.0,0.0,3.33,3.29,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Squad Total,,,25.2,530,262,202,66,250,571,43.8,321,438,159,279,917,783,17,71,4,4,439,553,71,779,6,6,1,1906,728,665,52.3,12938,16996,76.1,235927,93013,5729,6654,86.1,5222,6209,84.1,1571,3074,51.1,38,37.4,31.4,0.6,403,1086,323,76,1034,38,3420.0,90.0,100.0,418,86.0,324.0,91,17.0,229,1.45,55.0,46.0,9.0,0.24,,52.5,51.1,1.4,0.04,,52,514,178,34.6,13.53,4.68,0.09,0.26,17.3,16,5,6,52.5,47.9,0.1,-0.5,-0.9,940,24.74,669,91,63,47,58,12,94,2.47,66,8,4,6,9,1
